nom,code_region,code_departement,nb-ptf,nb-datagouv,pop-insee,CSP_chef,age_chef,partis_po_chef,part_plus65,nb_crea_entps,flux_migration_res,part_diplomes,depenses_hab,nb_etudiants,part_etudiants,niveau_rural,densite
Ozan,84,1,,,686,Retraités salariés privés,76,,14.2,4,null,2.3,760.313396501458,,,4,3
Parcieux,84,1,,,1220,Fonctionnaires de catégorie A,57,,15.5,17,null,11.8,1320.15914754098,,,2,2
Parves et Nattages,84,1,,,960,Journalistes et autres médias,66,,22.9,10,null,9.4,2105.54390625,,,4,3
Péron,84,1,,,2635,Agents technique et techniciens,65,,8.9,22,null,15.4,1893.32433396584,,,4,3
Péronnas,84,1,,,6580,Retraités salariés privés,71,,25.6,63,01053,6.6,1060.59111246201,,,2,2
Pérouges,84,1,,,1233,Artisans,65,,21.2,15,null,2.4,1428.48402270884,,,4,3
Perrex,84,1,,,831,Retraités salariés privés,69,,18.5,3,null,3.6,866.806750902527,,,4,3
Peyriat,84,1,,,168,Agriculteurs propriétaires exploit.,58,,15.9,1,null,9.9,782.63369047619,,,4,4
Peyrieu,84,1,,,877,Fonctionnaires de catégorie B,67,,18.6,6,null,5.9,1858.05777651083,,,5,3
Peyzieux-sur-Saône,84,1,,,676,Fonctionnaires de catégorie C,65,,6.5,6,null,6.3,548.489437869823,,,5,3
Pirajoux,84,1,,,396,Agriculteurs propriétaires exploit.,67,,17.8,5,null,1.8,818.158434343434,,,3,3
Pizay,84,1,,,808,Sans profession déclarée,66,,12.7,7,null,11.6,704.018638613862,,,3,3
Plagne,84,1,,,126,Retraités agricoles,76,,23.3,3,null,9,1225.38880952381,,,4,4
Le Plantay,84,1,,,562,Retraités de l'enseignement,75,,12.9,5,null,8.6,967.168060498221,,,4,3
Polliat,84,1,,,2566,Industriels-Chefs entreprise,64,,20.3,22,null,4.8,899.47407248636,,,3,3
Pollieu,84,1,,,167,Administrateurs de sociétés,45,,23.3,0,null,9.7,1124.36341317365,,,6,4
Poncin,84,1,,,1729,Médecins,73,,20.6,28,null,6.7,1310.2572816657,,,5,3
Pont-d'Ain,84,1,,,2960,Retraités salariés privés,71,,19,24,null,6,836.472141891892,,,5,3
Pont-de-Vaux,84,1,,,2341,Notaires,70,,30.8,23,null,2.8,1098.31488680051,,,4,3
Pont-de-Veyle,84,1,,,1682,Agents technique et techniciens,68,,26.2,16,null,2.5,1359.60575505351,,,4,3
Port,84,1,,,884,Retraités salariés privés,76,,22.1,10,null,5.3,1068.99110859729,,,2,2
Pougny,84,1,,,828,Retraités salariés privés,68,,17,2,null,15.3,919.552342995169,,,4,3
Pouillat,84,1,,,90,Fonctionnaires de catégorie C,66,,21.6,0,null,7.8,2000.56844444444,,,3,4
Prémeyzel,84,1,,,251,Retr.artis.commerc.chefs d'entrep.,70,,13.8,1,null,2.4,765.538685258964,,,6,4
Prémillieu,84,1,,,46,Retraités de l'enseignement,73,,20.5,0,null,8.6,2680.08934782609,,,6,4
Prévessin-Moëns,84,1,,,8183,Ingénieurs,44,,9.8,82,null,29,1402.05017719663,,,2,2
Priay,84,1,,,1746,Retraités salariés privés,73,,15.2,17,null,5.8,762.127823596793,,,4,3
Ramasse,84,1,,,325,Retraités salariés privés,71,,14.5,2,null,5.2,799.065446153846,,,3,3
Rancé,84,1,,,744,Autres cadres (secteur privé),60,,12.3,6,null,10,516.755430107527,,,4,3
Relevant,84,1,,,468,Retraités salariés privés,71,,17.3,3,null,4.1,625.511303418803,,,5,3
Replonges,84,1,,,3783,Professeurs du secondaire et techn.,54,,19,41,null,4.5,1339.1732011631,,,3,3
Revonnas,84,1,,,951,Autres professions,70,,17,8,null,11.4,550.41181913775,,,3,3
Reyrieux,84,1,,,4800,Industriels-Chefs entreprise,62,,18.7,64,null,12.6,972.804872916667,,,2,2
Reyssouze,84,1,,,993,Fonctionnaires de catégorie A,55,,20.5,6,null,2.5,579.130010070494,,,4,3
Rignieux-le-Franc,84,1,,,994,Retraités des entreprises publiques,66,,15.9,9,null,7.1,976.814114688129,,,4,3
Romans,84,1,,,598,Employés (secteur privé),68,,23.9,6,null,4.1,605.448076923077,,,4,4
Rossillon,84,1,,,159,Retraités des entreprises publiques,67,,29.4,2,null,2.3,4333.33308176101,,,6,4
Ruffieu,84,1,,,188,Employés (secteur privé),59,,23.6,3,null,3.6,1413.96824468085,,,6,4
Saint-Alban,84,1,,,183,Sans profession déclarée,53,,21.1,2,null,3.1,1035.61568306011,,,6,4
Saint-André-de-Bâgé,84,1,,,764,Retraités de l'enseignement,73,,15.8,13,null,5.6,1039.71163612565,,,3,3
Saint-André-de-Corcy,84,1,,,3293,Retraités salariés privés,74,,19.1,30,null,8.1,983.32268144549,,,3,3
Saint-André-d'Huiriat,84,1,,,611,Retraités agricoles,68,,11.3,3,null,6.4,916.84201309329,,,4,3
Saint-André-le-Bouchoux,84,1,,,385,Retraités agricoles,73,,13.2,3,null,5.3,752.738493506494,,,4,3
Saint-André-sur-Vieux-Jonc,84,1,,,1154,Retraités de l'enseignement,69,,18,10,null,2.6,715.498587521664,,,3,3
Saint-Bénigne,84,1,,,1288,Employés (autres entrep. publiques),42,,20,12,null,3,723.100504658385,,,4,3
Groslée-Saint-Benoit,84,1,,,1227,Retraités agricoles,72,,19.4,12,null,3.6,1448.00979625102,,,5,3
Saint-Bernard,84,1,,,1476,Permanents politiques,62,,24.7,15,null,14.8,1014.08619918699,,,2,2
Sainte-Croix,84,1,,,574,Agriculteurs propriétaires exploit.,58,,10.7,6,null,9.9,483.434477351916,,,3,3
Saint-Cyr-sur-Menthon,84,1,,,1801,Retraités salariés privés,71,,15.1,14,null,4.1,932.463681288173,,,4,3
Saint-Denis-lès-Bourg,84,1,,,5870,Fonctionnaires de catégorie A,49,,24.2,59,01053,8.6,941.865449744463,,,2,2
Saint-Denis-en-Bugey,84,1,,,2319,Retraités des entreprises publiques,63,,17.2,19,null,3,566.726407934455,,,2,2
Saint-Didier-d'Aussiat,84,1,,,892,Fonctionnaires de catégorie A,68,Parti socialiste,17.3,10,null,4.3,559.389383408072,,,4,3
Saint-Didier-de-Formans,84,1,,,2012,Fonctionnaires de catégorie C,58,,15.4,24,null,11,1045.48612823062,,,2,2
Saint-Didier-sur-Chalaronne,84,1,,,2898,Sans profession déclarée,60,,19.3,40,null,4.4,715.84939268461,,,5,3
Saint-Éloi,84,1,,,458,Sans profession déclarée,70,,18.6,7,null,10.6,1692.78279475983,,,4,3
Saint-Étienne-du-Bois,84,1,,,2531,Ouvriers (secteur privé),50,,22.3,13,null,3.9,1125.8728921375,,,3,3
Saint-Étienne-sur-Chalaronne,84,1,,,1576,Retraités fonct.publique (sf enseig.),69,,13.1,20,null,4.9,930.568534263959,,,5,3
Saint-Étienne-sur-Reyssouze,84,1,,,575,Employés (secteur privé),65,,19.8,4,null,4.4,867.727026086956,,,4,3
Sainte-Euphémie,84,1,,,1685,Assistantes sociales,58,,11.2,20,null,10.1,647.364890207715,,,2,2
Saint-Genis-Pouilly,84,1,,,12129,Retr.artis.commerc.chefs d'entrep.,74,divers gauche,9.5,111,null,25.6,1930.66441421387,21,0.2,2,2
Saint-Genis-sur-Menthon,84,1,,,481,Cadres supérieurs (secteur privé),54,,13.6,3,null,3.2,734.711122661123,,,4,3
Saint-Georges-sur-Renon,84,1,,,224,Retraités de l'enseignement,75,,13.9,0,null,6.2,1555.51924107143,,,4,4
Saint-Germain-de-Joux,84,1,,,511,Employés (secteur privé),64,,15.4,7,null,2.5,1065.24369863014,,,5,3
Saint-Germain-les-Paroisses,84,1,,,438,Fonctionnaires de catégorie B,48,,21.9,1,null,7,933.240730593607,,,5,3
Saint-Germain-sur-Renon,84,1,,,239,Fonctionnaires de catégorie C,57,,15.7,2,null,5.5,1380.51158995816,,,4,4
Saint-Jean-de-Gonville,84,1,,,1763,Salariés agricoles,65,,11.1,10,null,16.8,1581.66633011912,,,2,2
Saint-Jean-de-Niost,84,1,,,1462,Retr.artis.commerc.chefs d'entrep.,74,,15.4,16,null,11.2,605.136361149111,,,3,3
Saint-Jean-de-Thurigneux,84,1,,,786,,,,12.5,12,null,8.4,787.295229007634,,,3,3
Saint-Jean-le-Vieux,84,1,,,1800,Autres professions libérales,65,,18.2,11,null,6.2,1351.83357222222,,,5,3
Saint-Jean-sur-Reyssouze,84,1,,,746,Autres cadres (secteur privé),63,,23.3,4,null,2.1,745.902091152815,,,4,3
Saint-Jean-sur-Veyle,84,1,,,1142,Sans profession déclarée,56,,17.5,13,null,4.3,730.712565674256,,,4,3
Sainte-Julie,84,1,,,1018,Retraités des entreprises publiques,64,,10.2,9,null,4.9,897.069734774067,,,4,3
Saint-Julien-sur-Reyssouze,84,1,,,702,Employés (secteur privé),56,,20.9,7,null,1.8,748.176196581196,,,4,3
Saint-Julien-sur-Veyle,84,1,,,813,Employés (secteur privé),67,,14.8,10,null,3.7,592.821070110701,,,5,3
Saint-Just,84,1,,,941,Retraités fonct.publique (sf enseig.),77,,19,14,null,6.2,871.995632306057,,,3,3
Saint-Laurent-sur-Saône,84,1,,,1780,Retr.artis.commerc.chefs d'entrep.,74,,20.8,18,null,5.7,782.623387640449,,,2,2
Saint-Marcel,84,1,,,1328,Fonctionnaires de catégorie A,67,,8.6,10,null,7.1,560.834932228916,,,3,3
Saint-Martin-de-Bavel,84,1,,,443,Agriculteurs propriétaires exploit.,53,,17.6,3,null,4.9,823.719480812641,,,5,3
Saint-Martin-du-Frêne,84,1,,,1100,Autres cadres (secteur privé),63,,17.7,6,null,4.4,1204.28380909091,,,5,3
Saint-Martin-du-Mont,84,1,,,1850,Retraités de l'enseignement,71,,18.4,20,null,6.5,1302.02380540541,,,3,3
Saint-Martin-le-Châtel,84,1,,,816,Fonctionnaires de catégorie B,60,,17.4,6,null,5.1,1063.54534313725,,,3,3
Saint-Maurice-de-Beynost,84,1,,,4005,Autres cadres (secteur privé),64,,18.4,45,null,8,1300.91142571785,,,2,2
Saint-Maurice-de-Gourdans,84,1,,,2590,Retraités des entreprises publiques,70,,14.3,26,null,8.6,1225.09173359073,,,3,3
Saint-Maurice-de-Rémens,84,1,,,762,Fonctionnaires de catégorie A,47,,14.4,8,null,2.4,985.888162729659,,,4,3
Saint-Nizier-le-Bouchoux,84,1,,,697,Sans profession déclarée,61,,22.8,5,null,4.8,1456.72859397418,,,4,3
Saint-Nizier-le-Désert,84,1,,,933,Professions rattachées à enseignt.,80,,11.6,10,null,4.5,818.454126473741,,,4,3
Sainte-Olive,84,1,,,285,Autres professions libérales,59,,18.1,2,null,9.9,662.321473684211,,,4,4
Saint-Paul-de-Varax,84,1,,,1522,Retraités salariés privés,70,,16.5,11,null,4.5,1700.10145203679,,,4,3
Saint-Rambert-en-Bugey,84,1,,,2357,Ingénieurs,70,,20.6,25,null,3,1951.8854900297,,,5,3
Saint-Rémy,84,1,,,1022,Agents technique et techniciens,69,,17.1,7,null,2.3,747.450273972603,,,3,3
Saint-Sorlin-en-Bugey,84,1,,,1212,Autres cadres (secteur privé),61,,15.1,9,null,8,703.787475247525,,,2,2
Saint-Sulpice,84,1,,,252,Industriels-Chefs entreprise,54,divers droite,9.4,3,null,4.6,660.667023809524,,,4,3
Saint-Trivier-de-Courtes,84,1,,,1103,Retraités salariés privés,74,,33.7,4,null,1.8,1099.07159564823,,,5,3
Saint-Trivier-sur-Moignans,84,1,,,1865,Fonctionnaires de catégorie A,69,,19.1,22,null,5.7,1009.82156568365,,,4,3
Saint-Vulbas,84,1,,,1321,Retraités salariés privés,72,,15.4,26,null,5,9059.14476154429,,,4,3
Salavre,84,1,,,288,Retr.artis.commerc.chefs d'entrep.,74,,32,4,null,3.6,1898.08364583333,,,3,3
Samognat,84,1,,,685,Sans profession déclarée,64,,13.8,5,null,3.5,1442.95310948905,,,3,4
Sandrans,84,1,,,531,Retr.artis.commerc.chefs d'entrep.,73,,12.1,9,null,6.7,2452.49655367232,,,4,3
Sault-Brénaz,84,1,,,974,Fonctionnaires de catégorie B,62,,21.7,6,null,2,1132.08820328542,,,5,3
Sauverny,84,1,,,1061,Cadres supérieurs (secteur privé),50,,18,8,null,20.8,1150.40468426013,,,2,2
Savigneux,84,1,,,1349,Retraités des entreprises publiques,72,,11.6,11,null,6.2,625.959318013343,,,4,3
Ségny,84,1,,,2065,Autres retraités,71,,12.4,18,null,21.8,1654.448,,,2,2
Seillonnaz,84,1,,,141,Sans profession déclarée,62,,22.6,1,null,5.6,2324.16780141844,,,6,4
Sergy,84,1,,,2084,Ingénieurs,77,,11.8,16,null,24.2,946.628709213052,,,2,2
Sermoyer,84,1,,,707,Retraités agricoles,71,,22.7,4,null,3.2,722.520339462518,,,5,3
Serrières-de-Briord,84,1,,,1280,Retraités des entreprises publiques,66,,19.3,13,null,3.6,1104.504375,,,5,3
Serrières-sur-Ain,84,1,,,133,Agents d'affaires,66,,26.9,1,null,4.7,3557.94872180451,,,6,4
Servas,84,1,,,1273,Retraités salariés privés,73,,13.4,12,null,4.3,843.53465043205,,,3,3
Servignat,84,1,,,176,Industriels-Chefs entreprise,52,,21.8,0,null,5.8,1622.15920454545,,,5,3
Seyssel,84,1,,,1015,Industriels-Chefs entreprise,65,,18.4,15,null,8,1564.49362561576,,,5,3
Simandre-sur-Suran,84,1,,,689,Professeurs du secondaire et techn.,44,,17.7,4,null,3.3,856.842656023222,,,3,3
Sonthonnax-la-Montagne,84,1,,,330,Industriels-Chefs entreprise,55,,16.3,4,null,8.8,1220.75660606061,,,4,4
Souclin,84,1,,,273,Retraités salariés privés,76,,19,0,null,3.5,3358.64747252747,,,6,4
Sulignat,84,1,,,589,Industriels-Chefs entreprise,68,,15,2,null,5,956.791154499151,,,5,3
Talissieu,84,1,,,458,Retraités salariés privés,71,,18.8,4,null,3.5,1447.11737991266,,,5,3
Tenay,84,1,,,1055,Enseignants 1er deg.-directeurs école,71,,25.2,10,null,3.3,1420.47408530806,,,5,3
Thil,84,1,,,1095,Industriels-Chefs entreprise,67,,14.9,15,null,14.9,2268.37347945206,,,3,3
Thoiry,84,1,,,6272,Sans profession déclarée,50,,11.3,45,null,25.6,1275.5498182398,,,2,2
Thoissey,84,1,,,1740,Retraités salariés privés,73,,26.5,18,null,3.4,833.380787356322,,,5,3
Torcieu,84,1,,,739,Fonctionnaires de catégorie B,70,,18.8,9,null,3,1276.97399188092,,,5,3
Tossiat,84,1,,,1403,Autres retraités,77,,18.8,12,null,6.3,650.493570919458,,,3,3
Toussieux,84,1,,,1020,Retraités fonct.publique (sf enseig.),73,,10.1,14,null,10.1,903.38787254902,,,2,2
Tramoyes,84,1,,,1707,Cadres sup. (entreprises publiques),51,,14.2,22,null,12.9,873.093122437024,,,3,3
La Tranclière,84,1,,,296,Retraités salariés privés,69,,21,4,null,5.5,888.859358108108,,,4,4
Val-Revermont,84,1,,,2636,Fonctionnaires de catégorie A,61,,16.1,18,null,6,1639.96783763278,,,3,3
Trévoux,84,1,,,7055,Fonctionnaires de catégorie A,63,,15,104,null,10.2,1178.66444365698,29,0.4,2,2
Valeins,84,1,,,135,Fonctionnaires de catégorie B,46,,15.1,1,null,3.6,1862.66674074074,,,6,4
Vandeins,84,1,,,698,Retraités des professions libérales,74,,15.5,7,null,3.5,575.392535816619,,,3,3
Varambon,84,1,,,543,Retraités salariés privés,72,,14.4,4,null,5.9,1735.39611418048,,,5,3
Vaux-en-Bugey,84,1,,,1257,Fonctionnaires de catégorie A,61,,18.3,11,null,6.8,701.3884566428,,,2,2
Verjon,84,1,,,280,Fonctionnaires de catégorie B,57,,19.3,0,null,3.9,1181.47075,,,3,3
Vernoux,84,1,,,324,Ingénieurs,58,,9.7,3,null,2.8,651.451296296296,,,6,4
Versailleux,84,1,,,428,Retraités de l'enseignement,71,,14,5,null,9.9,1085.82014018692,,,3,3
Versonnex,84,1,,,2241,Autres cadres (secteur privé),60,,12.3,18,null,17.9,1061.92660419456,,,2,2
Vesancy,84,1,,,501,Retraités salariés privés,78,,16.8,9,null,17,2701.28704590818,,,2,2
Vescours,84,1,,,253,Agriculteurs propriétaires exploit.,66,,20.6,2,null,1.9,713.383675889328,,,6,4
Vésines,84,1,,,103,Employés (secteur privé),59,,14.1,4,null,1.4,911.296310679612,,,3,4
Vieu-d'Izenave,84,1,,,716,Retraités salariés privés,69,,13.7,8,null,3.6,1104.59034916201,,,5,3
Villars-les-Dombes,84,1,,,4711,Fonctionnaires de catégorie A,60,,21.3,56,null,6.7,1588.7398238166,,,3,3
Villebois,84,1,,,1169,Retraités salariés privés,69,,18.5,13,null,4.8,883.693165098375,,,5,3
Villemotier,84,1,,,688,Agents technique et techniciens,65,,16.4,8,null,3.7,854.367645348837,,,3,3
Villeneuve,84,1,,,1517,Agriculteurs propriétaires exploit.,48,,12.2,15,null,6,1664.18092946605,,,4,3
Villereversure,84,1,,,1338,Retraités de l'enseignement,75,,23.7,4,null,3.9,625.11476083707,,,3,3
Villes,84,1,,,373,Retraités salariés privés,69,,15.8,2,null,4.7,1766.55879356568,,,4,3
Villette-sur-Ain,84,1,,,763,Industriels-Chefs entreprise,70,,12.4,13,null,2.1,895.376697247707,,,5,3
Villieu-Loyes-Mollon,84,1,,,3653,Autres cadres (secteur privé),56,,13.5,45,null,1.3,1052.35865316178,,,2,2
Viriat,84,1,,,6529,Autres cadres (secteur privé),59,,19.1,56,null,5.3,1315.45782508807,,,3,3
Virieu-le-Grand,84,1,,,1069,Fonctionnaires de catégorie A,73,,17.6,16,null,5.4,895.184218896165,,,5,3
Arvière-en-Valromey,84,1,,,742,Salariés du secteur médical,62,,22.1,6,null,4.7,1475.83824797844,,,6,4
Virignin,84,1,,,1120,Autres retraités,69,,13.7,11,null,5.8,1094.01023214286,,,5,3
Vongnes,84,1,,,77,Salariés agricoles,59,,38,2,null,12.3,1789.72363636364,,,5,3
Vonnas,84,1,,,2988,Autres professions,64,,22.1,26,null,2.9,1321.75949464525,,,4,3
Abbécourt,32,2,,,506,Retr.artis.commerc.chefs d'entrep.,74,,17.4,2,null,3,654.036067193676,,,2,2
Achery,32,2,,,608,Retraités des entreprises publiques,67,,19.4,3,null,3.5,608.415378289474,,,5,3
Acy,32,2,,,1029,Retraités des entreprises publiques,68,,19.6,4,null,4.1,518.820767735666,,,3,3
Agnicourt-et-Séchelles,32,2,,,186,Retraités fonct.publique (sf enseig.),72,,19.2,1,null,4.2,948.350483870968,,,6,4
Aguilcourt,32,2,,,399,Retraités salariés privés,69,,14.6,1,null,6.2,405.738621553885,,,3,3
Aisonville-et-Bernoville,32,2,,,258,Employés (secteur privé),66,,21.4,2,null,1.9,626.828139534884,,,5,3
Aizelles,32,2,,,123,Employés (autres entrep. publiques),59,,22.4,1,null,4.9,768.960569105691,,,3,4
Aizy-Jouy,32,2,,,293,Agriculteurs propriétaires exploit.,60,,10.7,1,null,4.1,573.291979522184,,,4,4
Alaincourt,32,2,,,552,Chirurgiens,69,,20.4,3,null,3.2,575.874021739131,,,4,3
Allemant,32,2,,,180,Professeurs du secondaire et techn.,62,,11.9,1,null,1.7,1135.7655,,,3,4
Ambleny,32,2,,,1217,Retraités salariés privés,72,,19.9,6,null,5.2,807.066548890715,,,4,3
Ambrief,32,2,,,72,Agriculteurs propriétaires exploit.,62,,9.9,0,null,16.4,510.983611111111,,,3,4
Amifontaine,32,2,,,422,Cadres supérieurs (secteur privé),54,,15.5,3,null,4.3,1065.84379146919,,,3,3
Amigny-Rouy,32,2,,,754,Artisans,65,,14.3,6,null,3.2,718.718355437666,,,5,3
Ancienville,32,2,,,76,Retraités salariés privés,66,,15.8,1,null,6.7,481.803815789474,,,4,4
Andelain,32,2,,,240,Autres retraités,79,,15.3,1,null,2.7,437.2085,,,5,3
Anguilcourt-le-Sart,32,2,,,320,Agriculteurs propriétaires exploit.,65,,13.9,3,null,6.5,553.33196875,,,5,3
Anizy-le-Grand,32,2,,,2578,Ingénieurs conseils,32,,20.9,15,null,3.5,984.032629945694,,,4,3
Annois,32,2,,,370,Commercants,71,,22.5,6,null,3.6,488.863054054054,,,5,3
Any-Martin-Rieux,32,2,,,460,Retr.artis.commerc.chefs d'entrep.,79,,20.8,5,null,4.8,652.866565217391,,,5,3
Archon,32,2,,,92,Agriculteurs propriétaires exploit.,65,,22.5,0,null,2.9,646.290434782609,,,6,4
Arcy-Sainte-Restitue,32,2,,,409,Retraités agricoles,75,,18.6,6,null,4.4,595.562224938875,,,6,4
Armentières-sur-Ourcq,32,2,,,108,Retraités agricoles,74,,14.7,0,null,2.6,759.156574074074,,,6,4
Arrancy,32,2,,,54,Retraités agricoles,76,,30.2,0,null,2.6,703.37,,,4,4
Artemps,32,2,,,370,Retraités agricoles,82,,16.2,1,null,4.9,720.076891891892,,,3,3
Assis-sur-Serre,32,2,,,231,Agriculteurs propriétaires exploit.,63,,22,1,null,2.3,521.206623376623,,,4,4
Athies-sous-Laon,32,2,,,2655,Retraités de l'enseignement,72,,19.8,10,null,3.4,804.275709981168,,,3,3
Attilly,32,2,,,381,Retraités salariés privés,75,,19.2,2,null,7.1,846.625590551181,,,3,3
Aubencheul-aux-Bois,32,2,,,281,Retraités agricoles,71,,24.5,1,null,1,276.935088967972,,,4,4
Aubenton,32,2,,,667,Agriculteurs propriétaires exploit.,65,,21.1,4,null,3.6,784.327406296852,,,5,3
Aubigny-aux-Kaisnes,32,2,,,253,Agriculteurs propriétaires exploit.,54,,12.6,3,null,0.5,783.213794466403,,,6,4
Aubigny-en-Laonnois,32,2,,,108,Agriculteurs propriétaires exploit.,64,,16.2,0,null,7.1,567.343055555556,,,6,4
Audignicourt,32,2,,,117,Agriculteurs propriétaires exploit.,66,,9.3,0,null,10.8,730.893846153846,,,6,4
Audigny,32,2,,,284,Agriculteurs propriétaires exploit.,49,,13.6,0,null,1.6,519.48676056338,,,6,4
Augy,32,2,,,89,Représentants de commerce,59,,18.1,0,null,1.8,521.540898876405,,,4,4
Aulnois-sous-Laon,32,2,,,1464,Retraités fonct.publique (sf enseig.),68,,18.7,6,null,4.1,658.788360655738,,,3,3
Les Autels,32,2,,,58,Agriculteurs propriétaires exploit.,61,,36.2,0,null,0,998.933965517241,,,6,4
Autremencourt,32,2,,,172,Retraités salariés privés,68,,13.6,1,null,1.6,1343.82360465116,,,4,4
Autreppes,32,2,,,183,Retraités de l'enseignement,76,,18,1,null,7.2,414.39650273224,,,6,4
Autreville,32,2,,,828,Retraités de l'enseignement,72,,22.1,4,null,2.1,608.271316425121,,,5,3
Azy-sur-Marne,32,2,,,392,Retr.artis.commerc.chefs d'entrep.,73,,20.1,3,null,4,592.579770408163,,,4,3
Bagneux,32,2,,,72,Fonctionnaires de catégorie C,62,,16.9,0,null,0,658.880277777778,,,4,4
Bancigny,32,2,,,26,Employés (secteur privé),63,,26.9,0,null,4.8,1145.34076923077,,,6,4
Barenton-Bugny,32,2,,,559,Agents technique et techniciens,56,,17.9,1,null,2.1,585.803488372093,,,3,3
Barenton-Cel,32,2,,,123,Agents technique et techniciens,50,,17.1,0,null,2.2,860.30837398374,,,3,4
Barenton-sur-Serre,32,2,,,133,Fonctionnaires de catégorie B,49,,15.4,0,null,3.1,506.705338345865,,,4,4
Barisis-aux-Bois,32,2,,,756,Retraités salariés privés,70,,23.1,2,null,3.3,740.456865079365,,,5,3
Barzy-en-Thiérache,32,2,,,327,Retraités salariés privés,70,,18.7,1,null,1.3,501.000244648318,,,5,3
Barzy-sur-Marne,32,2,,,396,Retraités salariés privés,74,,25.1,2,null,5.2,704.506893939394,,,5,3
Bassoles-Aulers,32,2,,,148,Industriels-Chefs entreprise,50,,19.9,0,null,1,624.354324324324,,,4,4
Vallées en Champagne,32,2,,,571,Artisans,67,,21.4,4,null,5.5,752.808931698774,,,6,4
Bazoches-sur-Vesles,32,2,,,466,Agriculteurs propriétaires exploit.,52,,16.6,2,null,6.1,513.391738197425,,,3,3
Beaumé,32,2,,,97,Retraités salariés privés,75,,34.8,0,null,3.9,2009.78804123711,,,6,4
Beaumont-en-Beine,32,2,,,176,Retraités de l'enseignement,71,,14.7,2,null,4.1,519.483920454545,,,6,4
Beaurevoir,32,2,,,1452,Agriculteurs propriétaires exploit.,65,,22.3,7,null,2.7,1081.22238980716,,,4,3
Beaurieux,32,2,,,839,Fonctionnaires de catégorie A,68,,14.2,12,null,3.3,831.8126340882,,,4,3
Beautor,32,2,,,2728,Retraités fonct.publique (sf enseig.),73,,20,12,null,1.3,1278.47614369501,,,2,2
Beauvois-en-Vermandois,32,2,,,283,Industriels-Chefs entreprise,73,,21.2,0,null,2.9,589.742756183746,,,4,4
Becquigny,32,2,,,266,Retr.artis.commerc.chefs d'entrep.,69,,12.8,1,null,2.3,544.516804511278,,,5,3
Belleau,32,2,,,140,Agriculteurs propriétaires exploit.,60,,13.2,1,null,4.1,627.826428571429,,,4,4
Bellenglise,32,2,,,393,Fonctionnaires de catégorie C,54,,18.7,3,null,2.2,648.796844783715,,,3,3
Belleu,32,2,,,3791,Professeurs du secondaire et techn.,59,,28.2,19,null,2.5,797.136668425218,,,2,2
Bellicourt,32,2,,,616,Retraités fonct.publique (sf enseig.),75,,16.7,5,null,1.9,570.889042207792,,,3,3
Benay,32,2,,,210,Retraités salariés privés,73,,18.4,1,null,2,665.668666666667,,,3,4
Bergues-sur-Sambre,32,2,,,219,Fonctionnaires de catégorie B,43,,18.5,1,null,2.5,518.992831050228,,,6,4
Berlancourt,32,2,,,114,Avocats,56,,22.7,0,null,14.1,498.284385964912,,,6,4
Berlise,32,2,,,117,Autres cadres (secteur privé),47,,27.1,2,null,2.6,1093.68931623932,,,6,4
Bernot,32,2,,,457,Retr.artis.commerc.chefs d'entrep.,75,,15.6,1,null,3.9,605.741838074398,,,4,3
