"nom","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","part_diplomes","depenses_hab","nb_etudiants","part_etudiants","niveau_rural","densite","obligation_ouvrir"
"Surjoux-Lhopital",0,0,84,1,0,0,129,"Artisans",46,NA,16.8,1,NA,3.8,3042.01240310077,NA,NA,4,4,0
"Lhuis",0,0,84,1,0,0,910,"Retraités salariés privés",74,NA,25.5,6,NA,5.9,1030.21761538462,NA,NA,5,3,0
"Lompnas",0,0,84,1,0,0,171,"Retraités salariés privés",71,NA,21.3,0,NA,6.8,1386.17883040936,NA,NA,6,4,0
"Loyettes",0,0,84,1,0,0,3175,"Retraités des entreprises publiques",63,NA,12.7,38,NA,5.3,1431.75683464567,NA,NA,2,2,0
"Lurcy",0,0,84,1,0,0,389,"Enseignants 1er deg.-directeurs école",56,NA,19.5,6,NA,7,605.392724935733,NA,NA,4,3,0
"Magnieu",0,0,84,1,0,0,652,"Retraités salariés privés",76,NA,17.1,4,NA,4.8,1758.06513803681,NA,NA,5,3,0
"Maillat",0,0,84,1,0,0,645,"Industriels-Chefs entreprise",63,NA,17.6,5,NA,6.8,1282.11674418605,NA,NA,5,3,0
"Malafretaz",0,0,84,1,0,0,1213,"Retraités salariés privés",71,NA,18.7,12,NA,3.7,453.453734542457,NA,NA,3,3,0
"Mantenay-Montlin",0,0,84,1,0,0,317,"Retr.artis.commerc.chefs d'entrep.",70,NA,22.9,4,NA,0.9,1247.36422712934,NA,NA,4,3,0
"Manziat",0,0,84,1,0,0,2035,"Fonctionnaires de catégorie C",53,NA,21.2,6,NA,3,1121.28579361179,NA,NA,3,3,0
"Marboz",0,0,84,1,0,0,2272,"Fonctionnaires de catégorie A",66,NA,21.5,12,NA,3.8,1487.17903609155,NA,NA,3,3,0
"Marchamp",0,0,84,1,0,0,133,"Experts comptables",78,NA,24.4,1,NA,10.1,2917.53932330827,NA,NA,6,4,0
"Marignieu",0,0,84,1,0,0,180,"Agents technique et techniciens",63,NA,21.9,2,NA,7.9,1152.42233333333,NA,NA,6,4,0
"Marlieux",0,0,84,1,0,0,1163,"Retraités des professions libérales",78,NA,15.5,6,NA,5.5,1483.42834049871,NA,NA,4,3,0
"Marsonnas",0,0,84,1,0,0,997,"Retraités salariés privés",67,NA,18.7,6,NA,4.7,883.311965897693,NA,NA,4,3,0
"Martignat",0,0,84,1,0,0,1691,"Retraités des entreprises publiques",72,NA,14.1,19,NA,4.4,1232.05952099349,NA,NA,3,3,0
"Massieux",0,0,84,1,0,0,2578,"Retraités salariés privés",71,NA,15.6,24,NA,9.3,950.1153064391,NA,NA,2,2,0
"Massignieu-de-Rives",0,0,84,1,0,0,627,"Agriculteurs propriétaires exploit.",40,NA,22.9,3,NA,3,1111.34146730463,NA,NA,5,3,0
"Matafelon-Granges",0,0,84,1,0,0,662,"Fonctionnaires de catégorie B",67,NA,15.4,1,NA,3.5,956.590709969789,NA,NA,3,4,0
"Meillonnas",0,0,84,1,0,0,1354,"Retr.artis.commerc.chefs d'entrep.",74,NA,20.8,14,NA,7.7,1235.91616691285,NA,NA,3,3,0
"Mérignat",0,0,84,1,0,0,130,"Autres professions",72,NA,14.1,1,NA,11.5,3219.92192307692,NA,NA,6,4,0
"Messimy-sur-Saône",0,0,84,1,0,0,1241,"Retraités salariés privés",70,NA,18.4,15,NA,8.3,621.251966156325,NA,NA,4,3,0
"Meximieux",0,0,84,1,0,0,7800,"Retraités fonct.publique (sf enseig.)",71,NA,15.8,83,NA,9.9,1196.41628717949,NA,NA,2,2,1
"Bohas-Meyriat-Rignat",0,0,84,1,0,0,915,"Cadres sup. (entreprises publiques)",69,NA,19.1,5,NA,8,517.533661202186,NA,NA,3,3,0
"Mézériat",0,0,84,1,0,0,2172,"Agents d'affaires",68,NA,19,24,NA,3.9,952.628232044199,NA,NA,4,3,0
"Mijoux",0,0,84,1,0,0,352,"Autres professions libérales",58,NA,13.5,6,NA,12.4,3577.06607954545,NA,NA,4,4,0
"Mionnay",0,0,84,1,0,0,2178,"Agriculteurs propriétaires exploit.",66,NA,12.3,24,NA,10,1322.91746097337,NA,NA,3,3,0
"Miribel",0,0,84,1,0,0,9851,"Sans profession déclarée",60,NA,15.6,143,NA,10.9,1376.80539742158,NA,NA,2,2,1
"Misérieux",0,0,84,1,0,0,2195,"Retraités salariés privés",75,NA,13.3,11,NA,8.4,450.209166287016,102,4.6,2,2,0
"Mogneneins",5,1,84,1,0,5,802,"Retraités salariés privés",72,NA,17,7,NA,7.4,718.806920199501,NA,NA,5,3,0
"Montagnat",0,0,84,1,0,0,2009,"Fonctionnaires de catégorie C",66,NA,18.6,32,NA,10,888.768835241414,NA,NA,3,3,0
"Montagnieu",0,0,84,1,0,0,623,"Cadres (entreprises publiques)",39,NA,17.8,6,NA,3.9,1116.10895666132,NA,NA,5,3,0
"Montanges",0,0,84,1,0,0,350,"Cadres sup. (entreprises publiques)",49,NA,16,5,NA,5.6,1612.33648571429,NA,NA,4,4,0
"Montceaux",0,0,84,1,0,0,1218,"Retraités salariés privés",73,NA,12.7,8,NA,4.7,543.118834154351,NA,NA,5,3,0
"Montcet",0,0,84,1,0,0,689,"Retraités des entreprises publiques",65,NA,11.9,5,NA,4.3,1074.59846153846,NA,NA,3,3,0
"Le Montellier",0,0,84,1,0,0,301,"Agriculteurs propriétaires exploit.",50,NA,16,2,NA,10.1,1271.96279069767,NA,NA,4,4,0
"Monthieux",0,0,84,1,0,0,674,"Architectes",68,NA,14.6,8,NA,9.1,677.074599406528,NA,NA,3,3,0
"Montluel",0,0,84,1,0,0,7106,"Avocats",41,NA,18.3,90,NA,7.9,1062.57038840417,27,0.4,2,2,1
"Montmerle-sur-Saône",0,0,84,1,0,0,3877,"Autres cadres (secteur privé)",50,NA,19.5,31,NA,6.2,876.11545266959,NA,NA,2,2,1
"Montracol",0,0,84,1,0,0,1073,"Ingénieurs",61,NA,16.5,4,NA,4.6,573.543466915191,NA,NA,3,3,0
"Montréal-la-Cluse",0,0,84,1,0,0,3480,"Industriels-Chefs entreprise",61,NA,16.3,32,NA,3.8,1380.15622701149,NA,NA,2,2,0
"Montrevel-en-Bresse",0,0,84,1,0,0,2506,"Fonctionnaires de catégorie A",68,NA,29.3,23,NA,3.1,1395.86929768555,NA,NA,3,3,0
"Nurieux-Volognat",0,0,84,1,0,0,1054,"Retraités des entreprises publiques",72,NA,17,9,NA,3.2,1196.0540227704,NA,NA,4,3,0
"Murs-et-Gélignieux",0,0,84,1,0,0,260,"Retraités salariés privés",72,NA,25.2,2,NA,7.7,1698.43319230769,NA,NA,5,3,0
"Nantua",0,0,84,1,0,0,3629,"Industriels-Chefs entreprise",64,NA,20.1,31,NA,6.4,1408.18744557729,NA,NA,5,3,1
"Neuville-les-Dames",0,0,84,1,0,0,1528,"Agriculteurs propriétaires exploit.",50,NA,22,13,NA,5.4,935.691204188482,NA,NA,5,3,0
"Neuville-sur-Ain",0,0,84,1,0,0,1773,"Autres cadres (secteur privé)",62,NA,15.3,17,NA,5.2,744.928556119571,NA,NA,5,3,0
"Les Neyrolles",0,0,84,1,0,0,648,"Retraités salariés privés",71,NA,16.2,5,NA,3.8,1165.27296296296,NA,NA,5,3,0
"Neyron",0,0,84,1,0,0,2556,"Retraités des entreprises publiques",78,NA,17.4,37,NA,17.1,750.762100938967,NA,NA,2,2,0
"Niévroz",0,0,84,1,0,0,1605,"Contremaitres",61,NA,12,15,NA,6.9,1026.68082242991,NA,NA,3,3,0
"Nivollet-Montgriffon",0,0,84,1,0,0,120,"Agriculteurs propriétaires exploit.",67,NA,16.8,2,NA,4.3,1672.29333333333,NA,NA,6,4,0
"Oncieu",0,0,84,1,0,0,99,"Cadres (entreprises publiques)",65,NA,27.4,1,NA,2.9,1834.84686868687,NA,NA,6,4,0
"Ordonnaz",0,0,84,1,0,0,147,"Retraités salariés privés",74,NA,24.1,2,NA,1.9,1861.58401360544,NA,NA,6,4,0
"Ornex",0,0,84,1,0,0,4564,"Retraités salariés privés",75,"divers droite",11.6,42,NA,26.7,1308.19673970202,NA,NA,2,2,1
"Outriaz",0,0,84,1,0,0,269,"Retraités salariés privés",73,NA,20.5,3,NA,3.5,2073.90665427509,NA,NA,5,3,0
"Oyonnax",0,0,84,1,0,0,23150,"Retraités salariés privés",68,NA,17.8,219,1031,4,1740.60754816415,48,0.2,2,2,1
"Ozan",0,0,84,1,0,0,686,"Retraités salariés privés",76,NA,14.2,4,NA,2.3,760.313396501458,NA,NA,4,3,0
"Parcieux",0,0,84,1,0,0,1220,"Fonctionnaires de catégorie A",57,NA,15.5,17,NA,11.8,1320.15914754098,NA,NA,2,2,0
"Parves et Nattages",0,0,84,1,0,0,960,"Journalistes et autres médias",66,NA,22.9,10,NA,9.4,2105.54390625,NA,NA,4,3,0
"Péron",0,0,84,1,0,0,2635,"Agents technique et techniciens",65,NA,8.9,22,NA,15.4,1893.32433396584,NA,NA,4,3,0
"Péronnas",0,0,84,1,0,0,6580,"Retraités salariés privés",71,NA,25.6,63,1053,6.6,1060.59111246201,NA,NA,2,2,1
"Pérouges",0,0,84,1,0,0,1233,"Artisans",65,NA,21.2,15,NA,2.4,1428.48402270884,NA,NA,4,3,0
"Perrex",0,0,84,1,0,0,831,"Retraités salariés privés",69,NA,18.5,3,NA,3.6,866.806750902527,NA,NA,4,3,0
"Peyriat",0,0,84,1,0,0,168,"Agriculteurs propriétaires exploit.",58,NA,15.9,1,NA,9.9,782.63369047619,NA,NA,4,4,0
"Peyrieu",0,0,84,1,0,0,877,"Fonctionnaires de catégorie B",67,NA,18.6,6,NA,5.9,1858.05777651083,NA,NA,5,3,0
"Peyzieux-sur-Saône",0,0,84,1,0,0,676,"Fonctionnaires de catégorie C",65,NA,6.5,6,NA,6.3,548.489437869822,NA,NA,5,3,0
"Pirajoux",0,0,84,1,0,0,396,"Agriculteurs propriétaires exploit.",67,NA,17.8,5,NA,1.8,818.158434343434,NA,NA,3,3,0
"Pizay",0,0,84,1,0,0,808,"Sans profession déclarée",66,NA,12.7,7,NA,11.6,704.018638613861,NA,NA,3,3,0
"Plagne",0,0,84,1,0,0,126,"Retraités agricoles",76,NA,23.3,3,NA,9,1225.38880952381,NA,NA,4,4,0
"Le Plantay",0,0,84,1,0,0,562,"Retraités de l'enseignement",75,NA,12.9,5,NA,8.6,967.168060498221,NA,NA,4,3,0
"Polliat",0,0,84,1,0,0,2566,"Industriels-Chefs entreprise",64,NA,20.3,22,NA,4.8,899.47407248636,NA,NA,3,3,0
"Pollieu",0,0,84,1,0,0,167,"Administrateurs de sociétés",45,NA,23.3,0,NA,9.7,1124.36341317365,NA,NA,6,4,0
"Poncin",0,0,84,1,0,0,1729,"Médecins",73,NA,20.6,28,NA,6.7,1310.2572816657,NA,NA,5,3,0
"Pont-d'Ain",0,0,84,1,0,0,2960,"Retraités salariés privés",71,NA,19,24,NA,6,836.472141891892,NA,NA,5,3,0
"Pont-de-Vaux",0,0,84,1,0,0,2341,"Notaires",70,NA,30.8,23,NA,2.8,1098.31488680051,NA,NA,4,3,0
"Pont-de-Veyle",0,0,84,1,0,0,1682,"Agents technique et techniciens",67,NA,26.2,16,NA,2.5,1359.60575505351,NA,NA,4,3,0
"Port",0,0,84,1,0,0,884,"Retraités salariés privés",76,NA,22.1,10,NA,5.3,1068.99110859729,NA,NA,2,2,0
"Pougny",0,0,84,1,0,0,828,"Retraités salariés privés",68,NA,17,2,NA,15.3,919.552342995169,NA,NA,4,3,0
"Pouillat",0,0,84,1,0,0,90,"Fonctionnaires de catégorie C",66,NA,21.6,0,NA,7.8,2000.56844444444,NA,NA,3,4,0
"Prémeyzel",0,0,84,1,0,0,251,"Retr.artis.commerc.chefs d'entrep.",70,NA,13.8,1,NA,2.4,765.538685258964,NA,NA,6,4,0
"Prémillieu",0,0,84,1,0,0,46,"Retraités de l'enseignement",73,NA,20.5,0,NA,8.6,2680.08934782609,NA,NA,6,4,0
"Prévessin-Moëns",0,0,84,1,0,0,8183,"Ingénieurs",44,NA,9.8,82,NA,29,1402.05017719663,NA,NA,2,2,1
"Priay",0,0,84,1,0,0,1746,"Retraités salariés privés",73,NA,15.2,17,NA,5.8,762.127823596793,NA,NA,4,3,0
"Ramasse",0,0,84,1,0,0,325,"Retraités salariés privés",71,NA,14.5,2,NA,5.2,799.065446153846,NA,NA,3,3,0
"Rancé",0,0,84,1,0,0,744,"Autres cadres (secteur privé)",60,NA,12.3,6,NA,10,516.755430107527,NA,NA,4,3,0
"Relevant",0,0,84,1,0,0,468,"Retraités salariés privés",71,NA,17.3,3,NA,4.1,625.511303418803,NA,NA,5,3,0
"Replonges",0,0,84,1,0,0,3783,"Professeurs du secondaire et techn.",54,NA,19,41,NA,4.5,1339.1732011631,NA,NA,3,3,1
"Revonnas",0,0,84,1,0,0,951,"Autres professions",70,NA,17,8,NA,11.4,550.41181913775,NA,NA,3,3,0
"Reyrieux",0,0,84,1,0,0,4800,"Industriels-Chefs entreprise",62,NA,18.7,64,NA,12.6,972.804872916667,NA,NA,2,2,1
"Reyssouze",0,0,84,1,0,0,993,"Fonctionnaires de catégorie A",55,NA,20.5,6,NA,2.5,579.130010070493,NA,NA,4,3,0
"Rignieux-le-Franc",0,0,84,1,0,0,994,"Retraités des entreprises publiques",66,NA,15.9,9,NA,7.1,976.814114688129,NA,NA,4,3,0
"Romans",0,0,84,1,0,0,598,"Employés (secteur privé)",68,NA,23.9,6,NA,4.1,605.448076923077,NA,NA,4,4,0
"Rossillon",0,0,84,1,0,0,159,"Retraités des entreprises publiques",67,NA,29.4,2,NA,2.3,4333.33308176101,NA,NA,6,4,0
"Ruffieu",0,0,84,1,0,0,188,"Employés (secteur privé)",59,NA,23.6,3,NA,3.6,1413.96824468085,NA,NA,6,4,0
"Saint-Alban",0,0,84,1,0,0,183,"Sans profession déclarée",53,NA,21.1,2,NA,3.1,1035.61568306011,NA,NA,6,4,0
"Saint-André-de-Bâgé",0,0,84,1,0,0,764,"Retraités de l'enseignement",73,NA,15.8,13,NA,5.6,1039.71163612565,NA,NA,3,3,0
"Saint-André-de-Corcy",0,0,84,1,0,0,3293,"Retraités salariés privés",74,NA,19.1,30,NA,8.1,983.32268144549,NA,NA,3,3,0
"Saint-André-d'Huiriat",0,0,84,1,0,0,611,"Retraités agricoles",68,NA,11.3,3,NA,6.4,916.84201309329,NA,NA,4,3,0
"Saint-André-le-Bouchoux",0,0,84,1,0,0,385,"Retraités agricoles",73,NA,13.2,3,NA,5.3,752.738493506494,NA,NA,4,3,0
"Saint-André-sur-Vieux-Jonc",0,0,84,1,0,0,1154,"Retraités de l'enseignement",69,NA,18,10,NA,2.6,715.498587521664,NA,NA,3,3,0
"Saint-Bénigne",0,0,84,1,0,0,1288,"Employés (autres entrep. publiques)",42,NA,20,12,NA,3,723.100504658385,NA,NA,4,3,0
"Groslée-Saint-Benoit",0,0,84,1,0,0,1227,"Retraités agricoles",72,NA,19.4,12,NA,3.6,1448.00979625102,NA,NA,5,3,0
"Saint-Bernard",0,0,84,1,0,0,1476,"Permanents politiques",62,NA,24.7,15,NA,14.8,1014.08619918699,NA,NA,2,2,0
"Sainte-Croix",0,0,84,1,0,0,574,"Agriculteurs propriétaires exploit.",58,NA,10.7,6,NA,9.9,483.434477351916,NA,NA,3,3,0
"Saint-Cyr-sur-Menthon",0,0,84,1,0,0,1801,"Retraités salariés privés",71,NA,15.1,14,NA,4.1,932.463681288173,NA,NA,4,3,0
"Saint-Denis-lès-Bourg",0,0,84,1,0,0,5870,"Fonctionnaires de catégorie A",49,NA,24.2,59,1053,8.6,941.865449744463,NA,NA,2,2,1
"Saint-Denis-en-Bugey",0,0,84,1,0,0,2319,"Retraités des entreprises publiques",63,NA,17.2,19,NA,3,566.726407934455,NA,NA,2,2,0
"Saint-Didier-d'Aussiat",0,0,84,1,0,0,892,"Fonctionnaires de catégorie A",68,"Parti socialiste",17.3,10,NA,4.3,559.389383408072,NA,NA,4,3,0
"Saint-Didier-de-Formans",0,0,84,1,0,0,2012,"Fonctionnaires de catégorie C",58,NA,15.4,24,NA,11,1045.48612823062,NA,NA,2,2,0
"Saint-Didier-sur-Chalaronne",0,0,84,1,0,0,2898,"Sans profession déclarée",60,NA,19.3,40,NA,4.4,715.84939268461,NA,NA,5,3,0
"Saint-Éloi",0,0,84,1,0,0,458,"Sans profession déclarée",70,NA,18.6,7,NA,10.6,1692.78279475983,NA,NA,4,3,0
"Saint-Étienne-du-Bois",0,0,84,1,0,0,2531,"Ouvriers (secteur privé)",50,NA,22.3,13,NA,3.9,1125.8728921375,NA,NA,3,3,0
"Saint-Étienne-sur-Chalaronne",0,0,84,1,0,0,1576,"Retraités fonct.publique (sf enseig.)",69,NA,13.1,20,NA,4.9,930.568534263959,NA,NA,5,3,0
"Saint-Étienne-sur-Reyssouze",0,0,84,1,0,0,575,"Employés (secteur privé)",65,NA,19.8,4,NA,4.4,867.727026086956,NA,NA,4,3,0
"Sainte-Euphémie",0,0,84,1,0,0,1685,"Assistantes sociales",58,NA,11.2,20,NA,10.1,647.364890207715,NA,NA,2,2,0
"Saint-Genis-Pouilly",0,0,84,1,0,0,12129,"Retr.artis.commerc.chefs d'entrep.",74,"divers gauche",9.5,111,NA,25.6,1930.66441421387,21,0.2,2,2,1
"Saint-Genis-sur-Menthon",0,0,84,1,0,0,481,"Cadres supérieurs (secteur privé)",54,NA,13.6,3,NA,3.2,734.711122661123,NA,NA,4,3,0
"Saint-Georges-sur-Renon",0,0,84,1,0,0,224,"Retraités de l'enseignement",75,NA,13.9,0,NA,6.2,1555.51924107143,NA,NA,4,4,0
"Saint-Germain-de-Joux",0,0,84,1,0,0,511,"Employés (secteur privé)",64,NA,15.4,7,NA,2.5,1065.24369863014,NA,NA,5,3,0
"Saint-Germain-les-Paroisses",0,0,84,1,0,0,438,"Fonctionnaires de catégorie B",48,NA,21.9,1,NA,7,933.240730593607,NA,NA,5,3,0
"Saint-Germain-sur-Renon",0,0,84,1,0,0,239,"Fonctionnaires de catégorie C",57,NA,15.7,2,NA,5.5,1380.51158995816,NA,NA,4,4,0
"Saint-Jean-de-Gonville",0,0,84,1,0,0,1763,"Salariés agricoles",65,NA,11.1,10,NA,16.8,1581.66633011912,NA,NA,2,2,0
"Saint-Jean-de-Niost",0,0,84,1,0,0,1462,"Retr.artis.commerc.chefs d'entrep.",74,NA,15.4,16,NA,11.2,605.136361149111,NA,NA,3,3,0
"Saint-Jean-de-Thurigneux",0,0,84,1,0,0,786,NA,NA,NA,12.5,12,NA,8.4,787.295229007634,NA,NA,3,3,0
"Saint-Jean-le-Vieux",0,0,84,1,0,0,1800,"Autres professions libérales",65,NA,18.2,11,NA,6.2,1351.83357222222,NA,NA,5,3,0
"Saint-Jean-sur-Reyssouze",0,0,84,1,0,0,746,"Autres cadres (secteur privé)",62,NA,23.3,4,NA,2.1,745.902091152815,NA,NA,4,3,0
"Saint-Jean-sur-Veyle",0,0,84,1,0,0,1142,"Sans profession déclarée",56,NA,17.5,13,NA,4.3,730.712565674256,NA,NA,4,3,0
"Sainte-Julie",0,0,84,1,0,0,1018,"Retraités des entreprises publiques",64,NA,10.2,9,NA,4.9,897.069734774067,NA,NA,4,3,0
"Saint-Julien-sur-Reyssouze",0,0,84,1,0,0,702,"Employés (secteur privé)",56,NA,20.9,7,NA,1.8,748.176196581196,NA,NA,4,3,0
"Saint-Julien-sur-Veyle",0,0,84,1,0,0,813,"Employés (secteur privé)",67,NA,14.8,10,NA,3.7,592.821070110701,NA,NA,5,3,0
"Saint-Just",0,0,84,1,0,0,941,"Retraités fonct.publique (sf enseig.)",77,NA,19,14,NA,6.2,871.995632306057,NA,NA,3,3,0
"Saint-Laurent-sur-Saône",0,0,84,1,0,0,1780,"Retr.artis.commerc.chefs d'entrep.",74,NA,20.8,18,NA,5.7,782.623387640449,NA,NA,2,2,0
"Saint-Marcel",0,0,84,1,0,0,1328,"Fonctionnaires de catégorie A",67,NA,8.6,10,NA,7.1,560.834932228916,NA,NA,3,3,0
"Saint-Martin-de-Bavel",0,0,84,1,0,0,443,"Agriculteurs propriétaires exploit.",53,NA,17.6,3,NA,4.9,823.719480812641,NA,NA,5,3,0
"Saint-Martin-du-Frêne",0,0,84,1,0,0,1100,"Autres cadres (secteur privé)",63,NA,17.7,6,NA,4.4,1204.28380909091,NA,NA,5,3,0
"Saint-Martin-du-Mont",0,0,84,1,0,0,1850,"Retraités de l'enseignement",71,NA,18.4,20,NA,6.5,1302.02380540541,NA,NA,3,3,0
"Saint-Martin-le-Châtel",0,0,84,1,0,0,816,"Fonctionnaires de catégorie B",60,NA,17.4,6,NA,5.1,1063.54534313725,NA,NA,3,3,0
"Saint-Maurice-de-Beynost",0,0,84,1,0,0,4005,"Autres cadres (secteur privé)",64,NA,18.4,45,NA,8,1300.91142571785,NA,NA,2,2,1
"Saint-Maurice-de-Gourdans",0,0,84,1,0,0,2590,"Retraités des entreprises publiques",70,NA,14.3,26,NA,8.6,1225.09173359073,NA,NA,3,3,0
"Saint-Maurice-de-Rémens",0,0,84,1,0,0,762,"Fonctionnaires de catégorie A",47,NA,14.4,8,NA,2.4,985.888162729659,NA,NA,4,3,0
"Saint-Nizier-le-Bouchoux",0,0,84,1,0,0,697,"Sans profession déclarée",61,NA,22.8,5,NA,4.8,1456.72859397418,NA,NA,4,3,0
"Saint-Nizier-le-Désert",0,0,84,1,0,0,933,"Professions rattachées à enseignt.",80,NA,11.6,10,NA,4.5,818.454126473741,NA,NA,4,3,0
"Sainte-Olive",0,0,84,1,0,0,285,"Autres professions libérales",59,NA,18.1,2,NA,9.9,662.321473684211,NA,NA,4,4,0
"Saint-Paul-de-Varax",0,0,84,1,0,0,1522,"Retraités salariés privés",70,NA,16.5,11,NA,4.5,1700.10145203679,NA,NA,4,3,0
"Saint-Rambert-en-Bugey",0,0,84,1,0,0,2357,"Ingénieurs",70,NA,20.6,25,NA,3,1951.8854900297,NA,NA,5,3,0
"Saint-Rémy",0,0,84,1,0,0,1022,"Agents technique et techniciens",69,NA,17.1,7,NA,2.3,747.450273972603,NA,NA,3,3,0
"Saint-Sorlin-en-Bugey",0,0,84,1,0,0,1212,"Autres cadres (secteur privé)",61,NA,15.1,9,NA,8,703.787475247525,NA,NA,2,2,0
"Saint-Sulpice",0,0,84,1,0,0,252,"Industriels-Chefs entreprise",54,"divers droite",9.4,3,NA,4.6,660.667023809524,NA,NA,4,3,0
"Saint-Trivier-de-Courtes",0,0,84,1,0,0,1103,"Retraités salariés privés",74,NA,33.7,4,NA,1.8,1099.07159564823,NA,NA,5,3,0
"Saint-Trivier-sur-Moignans",0,0,84,1,0,0,1865,"Fonctionnaires de catégorie A",69,NA,19.1,22,NA,5.7,1009.82156568365,NA,NA,4,3,0
"Saint-Vulbas",0,0,84,1,0,0,1321,"Retraités salariés privés",72,NA,15.4,26,NA,5,9059.14476154428,NA,NA,4,3,0
"Salavre",0,0,84,1,0,0,288,"Retr.artis.commerc.chefs d'entrep.",74,NA,32,4,NA,3.6,1898.08364583333,NA,NA,3,3,0
"Samognat",0,0,84,1,0,0,685,"Sans profession déclarée",64,NA,13.8,5,NA,3.5,1442.95310948905,NA,NA,3,4,0
"Sandrans",0,0,84,1,0,0,531,"Retr.artis.commerc.chefs d'entrep.",73,NA,12.1,9,NA,6.7,2452.49655367232,NA,NA,4,3,0
"Sault-Brénaz",0,0,84,1,0,0,974,"Fonctionnaires de catégorie B",62,NA,21.7,6,NA,2,1132.08820328542,NA,NA,5,3,0
"Sauverny",0,0,84,1,0,0,1061,"Cadres supérieurs (secteur privé)",50,NA,18,8,NA,20.8,1150.40468426013,NA,NA,2,2,0
"Savigneux",0,0,84,1,0,0,1349,"Retraités des entreprises publiques",72,NA,11.6,11,NA,6.2,625.959318013343,NA,NA,4,3,0
"Ségny",0,0,84,1,0,0,2065,"Autres retraités",71,NA,12.4,18,NA,21.8,1654.448,NA,NA,2,2,0
"Seillonnaz",0,0,84,1,0,0,141,"Sans profession déclarée",62,NA,22.6,1,NA,5.6,2324.16780141844,NA,NA,6,4,0
"Sergy",0,0,84,1,0,0,2084,"Ingénieurs",77,NA,11.8,16,NA,24.2,946.628709213052,NA,NA,2,2,0
"Sermoyer",0,0,84,1,0,0,707,"Retraités agricoles",71,NA,22.7,4,NA,3.2,722.520339462518,NA,NA,5,3,0
"Serrières-de-Briord",0,0,84,1,0,0,1280,"Retraités des entreprises publiques",66,NA,19.3,13,NA,3.6,1104.504375,NA,NA,5,3,0
"Serrières-sur-Ain",0,0,84,1,0,0,133,"Agents d'affaires",66,NA,26.9,1,NA,4.7,3557.94872180451,NA,NA,6,4,0
"Servas",0,0,84,1,0,0,1273,"Retraités salariés privés",73,NA,13.4,12,NA,4.3,843.53465043205,NA,NA,3,3,0
"Servignat",0,0,84,1,0,0,176,"Industriels-Chefs entreprise",52,NA,21.8,0,NA,5.8,1622.15920454545,NA,NA,5,3,0
"Seyssel",0,0,84,1,0,0,1015,"Industriels-Chefs entreprise",65,NA,18.4,15,NA,8,1564.49362561576,NA,NA,5,3,0
"Simandre-sur-Suran",0,0,84,1,0,0,689,"Professeurs du secondaire et techn.",44,NA,17.7,4,NA,3.3,856.842656023222,NA,NA,3,3,0
"Sonthonnax-la-Montagne",0,0,84,1,0,0,330,"Industriels-Chefs entreprise",55,NA,16.3,4,NA,8.8,1220.75660606061,NA,NA,4,4,0
"Souclin",0,0,84,1,0,0,273,"Retraités salariés privés",76,NA,19,0,NA,3.5,3358.64747252747,NA,NA,6,4,0
"Sulignat",0,0,84,1,0,0,589,"Industriels-Chefs entreprise",68,NA,15,2,NA,5,956.791154499151,NA,NA,5,3,0
"Talissieu",0,0,84,1,0,0,458,"Retraités salariés privés",71,NA,18.8,4,NA,3.5,1447.11737991266,NA,NA,5,3,0
"Tenay",0,0,84,1,0,0,1055,"Enseignants 1er deg.-directeurs école",71,NA,25.2,10,NA,3.3,1420.47408530806,NA,NA,5,3,0
"Thil",0,0,84,1,0,0,1095,"Industriels-Chefs entreprise",67,NA,14.9,15,NA,14.9,2268.37347945205,NA,NA,3,3,0
"Thoiry",0,0,84,1,0,0,6272,"Sans profession déclarée",50,NA,11.3,45,NA,25.6,1275.5498182398,NA,NA,2,2,1
"Thoissey",0,0,84,1,0,0,1740,"Retraités salariés privés",73,NA,26.5,18,NA,3.4,833.380787356322,NA,NA,5,3,0
"Torcieu",0,0,84,1,0,0,739,"Fonctionnaires de catégorie B",70,NA,18.8,9,NA,3,1276.97399188092,NA,NA,5,3,0
"Tossiat",0,0,84,1,0,0,1403,"Autres retraités",77,NA,18.8,12,NA,6.3,650.493570919458,NA,NA,3,3,0
"Toussieux",0,0,84,1,0,0,1020,"Retraités fonct.publique (sf enseig.)",73,NA,10.1,14,NA,10.1,903.38787254902,NA,NA,2,2,0
"Tramoyes",0,0,84,1,0,0,1707,"Cadres sup. (entreprises publiques)",51,NA,14.2,22,NA,12.9,873.093122437024,NA,NA,3,3,0
"La Tranclière",0,0,84,1,0,0,296,"Retraités salariés privés",69,NA,21,4,NA,5.5,888.859358108108,NA,NA,4,4,0
"Val-Revermont",0,0,84,1,0,0,2636,"Fonctionnaires de catégorie A",61,NA,16.1,18,NA,6,1639.96783763278,NA,NA,3,3,0
"Trévoux",0,0,84,1,0,0,7055,"Fonctionnaires de catégorie A",63,NA,15,104,NA,10.2,1178.66444365698,29,0.4,2,2,1
"Valeins",0,0,84,1,0,0,135,"Fonctionnaires de catégorie B",46,NA,15.1,1,NA,3.6,1862.66674074074,NA,NA,6,4,0
